genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_domain,neighbors
HMGCS2,0.8679245283018868,0.6888888888888889,1.2598904443091905,1.4546282291412354,0.6610226035118103,2.211355447769165,3.434049485146459e-10,1,[0]
MEST,0.9622641509433962,0.9111111111111111,1.0561435803037276,1.7962636947631836,1.1799062490463257,1.852169156074524,3.682938018989831e-10,1,[0]
FMO1,0.9245283018867925,0.7666666666666667,1.205906480721903,1.3583099842071533,0.8140721917152405,1.7232942581176758,3.682938018989831e-10,1,[0]
IFITM3,0.8679245283018868,0.6666666666666666,1.3018867924528303,1.1687819957733154,0.6204860806465149,1.7303019762039185,4.013975193135972e-10,1,[0]
ATF5,0.9245283018867925,0.8,1.1556603773584906,1.4981333017349243,0.8972674608230591,1.8236972093582153,7.074555088570383e-10,1,[0]
BGN,0.8490566037735849,0.6111111111111112,1.3893653516295026,1.2953730821609497,0.6819736957550049,1.8466984033584595,1.0279346145087093e-09,1,[0]
ASPA,0.8490566037735849,0.5888888888888889,1.4417942328230686,1.1957927942276,0.6260238885879517,1.7678583860397339,1.6563308489385776e-09,1,[0]
TSPAN15,0.8301886792452831,0.5666666666666667,1.46503884572697,1.0814017057418823,0.5856649279594421,1.6417073011398315,3.910113353318589e-09,1,[0]
DCN,0.8301886792452831,0.5888888888888889,1.409754360982556,1.3764135837554932,0.6923297047615051,1.9819552898406982,4.0616430029382834e-09,1,[0]
SOX10,0.8679245283018868,0.7222222222222222,1.2017416545718433,1.2337795495986938,0.7659251093864441,1.5965648889541626,4.123130014848504e-09,1,[0]
HEY2,0.8113207547169812,0.7,1.1590296495956875,1.2851673364639282,0.7420905232429504,1.72129487991333,4.123130014848504e-09,1,[0]
SYNE2,0.8113207547169812,0.5,1.6226415094339623,0.8635960221290588,0.5073398351669312,1.4279732704162598,2.2603014453752068e-08,1,[0]
PHF17,0.8301886792452831,0.6,1.3836477987421385,1.0487635135650635,0.6452152729034424,1.4971274137496948,2.459573624169719e-08,1,[0]
FAM102A,0.8113207547169812,0.6555555555555556,1.2376079309242085,1.0075408220291138,0.6299869418144226,1.458712100982666,2.6579113951766545e-08,1,[0]
ANO3,0.9787234042553191,0.7901234567901234,1.2386968085106382,1.9591606855392456,0.9552352428436279,2.728973388671875,6.4589685766832344e-09,2,"[3, 4, 0]"
GDA,1.0,0.9814814814814815,1.0188679245283019,3.0509586334228516,1.9455877542495728,3.0203442573547363,2.7787263776206296e-06,2,"[3, 4, 0]"
TIAM1,1.0,0.9506172839506173,1.051948051948052,2.7956840991973877,1.7593019008636475,2.819000005722046,1.489634355610556e-05,2,"[3, 4, 0]"
GCNT1,0.9361702127659575,0.5802469135802469,1.6133997283838841,1.7384240627288818,0.6460698246955872,2.9812843799591064,5.719321499849073e-05,2,"[3, 4, 0]"
2010300C02RIK,1.0,0.9567901234567902,1.0451612903225806,2.639476776123047,1.560158371925354,2.9426729679107666,0.0005391994741514572,2,"[3, 4, 0]"
NCDN,1.0,0.9753086419753086,1.0253164556962024,3.328446865081787,2.188560724258423,3.1264123916625977,0.0006620615061245352,2,"[3, 4, 0]"
GPSM1,1.0,0.9382716049382716,1.0657894736842106,3.2859866619110107,2.0208182334899902,3.543689727783203,0.0012058443089376831,2,"[3, 4, 0]"
PLCB1,0.9574468085106383,0.9382716049382716,1.0204367301231805,2.490899085998535,1.5398228168487549,2.588494062423706,0.0020686907025565236,2,"[3, 4, 0]"
KCNJ4,1.0,0.9506172839506173,1.051948051948052,2.780101776123047,1.852051019668579,2.529573678970337,0.004360189302790778,2,"[3, 4, 0]"
RBFOX3,1.0,0.9259259259259259,1.08,2.6081275939941406,1.5484057664871216,2.8855679035186768,0.004392332388915921,2,"[3, 4, 0]"
ICAM5,1.0,0.9444444444444444,1.0588235294117647,2.7165534496307373,1.6356079578399658,2.947464942932129,0.011763984973919395,2,"[3, 4, 0]"
BAIAP2,1.0,0.9259259259259259,1.08,2.705160617828369,1.640394926071167,2.9001593589782715,0.012256040690349227,2,"[3, 4, 0]"
GRIA3,0.9574468085106383,0.9382716049382716,1.0204367301231805,2.6035280227661133,1.612443447113037,2.694154977798462,0.01272085988386101,2,"[3, 4, 0]"
PHYHIPL,0.9574468085106383,0.9012345679012346,1.0623724861556398,2.402376174926758,1.543427586555481,2.360677480697632,0.01593192047910702,2,"[3, 4, 0]"
DLC1,0.9574468085106383,0.8209876543209876,1.1662134058550633,1.8628268241882324,1.034780740737915,2.28884220123291,0.024085680541042754,2,"[3, 4, 0]"
FAM131B,0.9787234042553191,0.9567901234567902,1.022923816060398,2.5218453407287598,1.655470848083496,2.378272771835327,0.024416059434783317,2,"[3, 4, 0]"
RAB40B,0.9574468085106383,0.8148148148148148,1.1750483558994198,2.0364761352539062,1.1106154918670654,2.5240395069122314,0.03424277366733879,2,"[3, 4, 0]"
ETL4,0.9574468085106383,0.8888888888888888,1.077127659574468,2.124983549118042,1.3481485843658447,2.1745786666870117,0.04191952500710022,2,"[3, 4, 0]"
DNAJB5,0.9574468085106383,0.9320987654320988,1.027194589263069,2.1423165798187256,1.3534696102142334,2.200857162475586,0.04308390280956539,2,"[3, 4, 0]"
SMARCD1,0.9574468085106383,0.9320987654320988,1.027194589263069,2.433885335922241,1.5891591310501099,2.3273403644561768,0.04991228098571609,2,"[3, 4, 0]"
NTNG1,1.0,0.844311377245509,1.1843971631205674,2.1240005493164062,1.121005654335022,2.7264349460601807,0.0024087343317742717,3,"[0, 2, 4]"
SLC17A7,1.0,0.9820359281437125,1.0182926829268293,3.0647125244140625,2.0002784729003906,2.899197578430176,0.002539738237919132,3,"[0, 2, 4]"
SCUBE1,0.9523809523809523,0.8562874251497006,1.112221112221112,1.7979391813278198,1.0055853128433228,2.2085890769958496,0.0065512480157762076,3,"[0, 2, 4]"
SV2B,0.9761904761904762,0.8982035928143712,1.086825396825397,2.121807098388672,1.2392611503601074,2.4170455932617188,0.013313953016131235,3,"[0, 2, 4]"
SHISA3,0.9523809523809523,0.9221556886227545,1.0327767470624611,2.2283568382263184,1.3908253908157349,2.3106560707092285,0.022299609071975778,3,"[0, 2, 4]"
DLX1AS,0.9333333333333333,0.7752808988764045,1.203864734299517,1.7701621055603027,0.9585757255554199,2.251476764678955,0.0021576695933278344,4,"[2, 3]"
NNAT,1.0,0.7528089887640449,1.328358208955224,1.6175810098648071,0.8747280836105347,2.101923704147339,0.009156480095222035,4,"[2, 3]"
CAMK4,0.9666666666666667,0.8539325842696629,1.1320175438596491,2.1501541137695312,1.2632254362106323,2.4276621341705322,0.01563843787596908,4,"[2, 3]"
NECAB2,0.9333333333333333,0.8314606741573034,1.1225225225225226,2.105989933013916,1.2997581958770752,2.239453077316284,0.041529997610447705,4,"[2, 3]"
SOX11,0.9,0.8202247191011236,1.0972602739726027,2.0545566082000732,1.114237666130066,2.560798168182373,0.04501210392824101,4,"[2, 3]"
LRP8,0.9666666666666667,0.898876404494382,1.0754166666666667,2.0736918449401855,1.3773771524429321,2.00634503364563,0.04501210392824101,4,"[2, 3]"
